Shipment_Leg_ID,Leg_Type,Transport_Mode,Origin,Destination,Dispatch_Date,Arrival_Date,Transportation_Cost
SL119327,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-02,25699.39
SL119328,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-03,18416.83
SL119329,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-04,25616.45
SL119330,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-02,18624.38
SL119331,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-03,25605.31
SL119332,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-03,25643.33
SL119333,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-03,25637.28
SL119334,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-04,25598.78
SL119335,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-03,25593.41
SL119336,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-04,25598.02
SL119337,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-02,38255.04
SL119338,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-03,38232.0
SL119339,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-03,18455.23
SL119340,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-03,18681.02
SL119341,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-04,25593.41
SL119342,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-04,38200.32
SL119343,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-03,25603.01
SL119344,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-04,25654.08
SL119345,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-04,25648.32
SL119346,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-04,25654.08
SL119347,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-02,25695.36
SL119348,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-01,2025-03-04,38192.64
SL119349,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-01,2025-03-03,18442.37
SL119350,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-04,38181.12
SL119351,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-03,38305.92
SL119352,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-02,38292.48
SL119353,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-02,38496.38
SL119354,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-02,38382.91
SL119355,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-04,38407.3
SL119356,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-03,25589.66
SL119357,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-03,18513.6
SL119358,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-03,38328.96
SL119359,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-04,38304.77
SL119360,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-01,2025-03-03,38215.68
SL119361,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-01,2025-03-04,18456.0
SL119362,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-03,25638.34
SL119363,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-02,25672.9
SL119364,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-02,19016.64
SL119365,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-03,25672.32
SL119366,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-03,25619.9
SL119367,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-03,25692.48
SL119368,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-03,38209.54
SL119369,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-02,25614.14
SL119370,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-02,25644.67
SL119371,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-01,2025-03-03,38194.56
SL119372,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-01,2025-03-03,18398.3
SL119373,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-01,2025-03-03,38182.08
SL119374,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-01,2025-03-02,38181.89
SL119375,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-01,2025-03-04,18386.11
SL119376,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-01,2025-03-04,18371.9
SL119377,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-01,2025-03-02,18484.8
SL119378,Final-Mile,Courier,HUB-BOM,ST036,2025-03-01,2025-03-02,1797.84
SL119379,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-03,18962.11
SL119380,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-04,25621.06
SL119381,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-02,18830.02
SL119382,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-04,38298.24
SL119383,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-02,25612.99
SL119384,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-02,38440.32
SL119385,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-01,2025-03-02,38196.29
SL119386,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-03,25611.84
SL119387,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-02,38480.64
SL119388,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-04,25589.95
SL119389,Final-Mile,Courier,HUB-BLR,ST059,2025-03-01,2025-03-02,1625.96
SL119390,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-01,2025-03-03,18499.78
SL119391,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-01,2025-03-03,18460.22
SL119392,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-01,2025-03-03,18412.99
SL119393,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-01,2025-03-03,18498.24
SL119394,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-04,18650.3
SL119395,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-04,25587.84
SL119396,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-04,25600.32
SL119397,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-04,25611.84
SL119398,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-01,2025-03-02,25613.76
SL119399,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-02,18409.54
SL119400,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-02,18458.3
SL119401,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-02,25640.64
SL119402,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-04,38188.8
SL119403,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-04,38561.28
SL119404,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-02,38256.0
SL119405,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-01,2025-03-04,38199.17
SL119406,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-01,2025-03-03,25673.28
SL119407,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-01,2025-03-03,18380.74
SL119408,Final-Mile,Courier,HUB-BOM,ST025,2025-03-01,2025-03-02,1082.48
SL119409,Final-Mile,Courier,HUB-BOM,ST024,2025-03-01,2025-03-02,1325.24
SL119410,Final-Mile,Courier,HUB-BOM,ST041,2025-03-01,2025-03-02,1775.44
SL119411,Final-Mile,Courier,HUB-BOM,ST027,2025-03-01,2025-03-02,1093.4
SL119412,Final-Mile,Courier,HUB-BOM,ST024,2025-03-01,2025-03-02,785.92
SL119413,Final-Mile,Courier,HUB-BOM,ST026,2025-03-01,2025-03-02,1399.0
SL119414,Final-Mile,Courier,HUB-BOM,ST044,2025-03-01,2025-03-02,2328.44
SL119415,Final-Mile,Courier,HUB-BOM,ST037,2025-03-01,2025-03-02,1769.24
SL119416,Final-Mile,Courier,HUB-BOM,ST038,2025-03-01,2025-03-02,1929.28
SL119417,Final-Mile,Courier,HUB-DEL,ST019,2025-03-01,2025-03-02,1934.88
SL119418,Final-Mile,Courier,HUB-DEL,ST011,2025-03-01,2025-03-02,1216.2
SL119419,Final-Mile,Courier,HUB-DEL,ST019,2025-03-01,2025-03-02,1741.0
SL119420,Final-Mile,Courier,HUB-DEL,ST004,2025-03-01,2025-03-02,822.64
SL119421,Final-Mile,Courier,HUB-DEL,ST022,2025-03-01,2025-03-02,1854.28
SL119422,Final-Mile,Courier,HUB-DEL,ST003,2025-03-01,2025-03-02,1043.32
SL119423,Final-Mile,Courier,HUB-DEL,ST004,2025-03-01,2025-03-02,840.32
SL119424,Final-Mile,Courier,HUB-DEL,ST018,2025-03-01,2025-03-02,2158.2
SL119425,Final-Mile,Courier,HUB-DEL,ST010,2025-03-01,2025-03-02,935.4
SL119426,Final-Mile,Courier,HUB-DEL,ST004,2025-03-01,2025-03-02,1060.92
SL119427,Final-Mile,Courier,HUB-DEL,ST012,2025-03-01,2025-03-02,1071.0
SL119428,Final-Mile,Courier,HUB-DEL,ST013,2025-03-01,2025-03-02,1498.84
SL119429,Final-Mile,Courier,HUB-DEL,ST018,2025-03-01,2025-03-02,2153.96
SL119430,Final-Mile,Courier,HUB-DEL,ST002,2025-03-01,2025-03-02,1172.0
SL119431,Final-Mile,Courier,HUB-DEL,ST018,2025-03-01,2025-03-02,1885.68
SL119432,Final-Mile,Courier,HUB-DEL,ST021,2025-03-01,2025-03-02,1618.2
SL119433,Final-Mile,Courier,HUB-DEL,ST004,2025-03-01,2025-03-02,1079.52
SL119434,Final-Mile,Courier,HUB-DEL,ST014,2025-03-01,2025-03-02,1227.84
SL119435,Final-Mile,Courier,HUB-BLR,ST059,2025-03-01,2025-03-02,1977.84
SL119436,Final-Mile,Courier,HUB-BLR,ST048,2025-03-01,2025-03-02,879.04
SL119437,Final-Mile,Courier,HUB-BLR,ST048,2025-03-01,2025-03-02,994.32
SL119438,Final-Mile,Courier,HUB-BLR,ST057,2025-03-01,2025-03-02,1581.36
SL119439,Final-Mile,Courier,HUB-BLR,ST054,2025-03-01,2025-03-02,1085.52
SL119440,Final-Mile,Courier,HUB-BLR,ST055,2025-03-01,2025-03-02,1564.28
SL119441,Final-Mile,Courier,HUB-BLR,ST051,2025-03-01,2025-03-02,1420.6
SL119442,Final-Mile,Courier,HUB-BLR,ST051,2025-03-01,2025-03-02,1164.6
SL119443,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-02,2025-03-05,38218.56
SL119444,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-03,18467.52
SL119445,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-03,18477.12
SL119446,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-03,18401.47
SL119447,Final-Mile,Courier,HUB-DEL,ST021,2025-03-02,2025-03-03,1737.8
SL119448,Final-Mile,Courier,HUB-BOM,ST041,2025-03-02,2025-03-03,1383.28
SL119449,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-02,2025-03-05,25632.58
SL119450,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-02,2025-03-04,18430.08
SL119451,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-02,2025-03-05,18558.72
SL119452,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-02,2025-03-04,25600.32
SL119453,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-02,2025-03-04,25608.38
SL119454,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-02,2025-03-05,25636.03
SL119455,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-02,2025-03-03,38262.14
SL119456,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-05,18431.42
SL119457,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-02,2025-03-05,38258.3
SL119458,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-02,2025-03-04,38198.02
SL119459,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-02,2025-03-03,38264.64
SL119460,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-05,18498.24
SL119461,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-02,2025-03-04,18391.1
SL119462,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-02,2025-03-03,25604.35
SL119463,Final-Mile,Courier,HUB-BOM,ST026,2025-03-02,2025-03-03,673.8
SL119464,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-05,18485.76
SL119465,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-05,18513.22
SL119466,Final-Mile,Courier,HUB-BOM,ST029,2025-03-02,2025-03-03,1073.52
SL119467,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-02,2025-03-05,38309.95
SL119468,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-05,18466.75
SL119469,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-05,18550.08
SL119470,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-02,2025-03-03,25641.41
SL119471,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-02,2025-03-04,25588.8
SL119472,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-03,18386.5
SL119473,Final-Mile,Courier,HUB-BLR,ST052,2025-03-02,2025-03-03,1160.4
SL119474,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-02,2025-03-03,25659.84
SL119475,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-02,2025-03-03,25686.72
SL119476,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-02,2025-03-05,25691.52
SL119477,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-02,2025-03-05,38242.94
SL119478,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-03,18471.74
SL119479,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-02,2025-03-03,38204.93
SL119480,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-05,18543.17
SL119481,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-02,2025-03-05,25585.34
SL119482,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-02,2025-03-05,38246.4
SL119483,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-02,2025-03-05,38282.3
SL119484,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-02,2025-03-03,25581.12
SL119485,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-02,2025-03-05,38265.98
SL119486,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-02,2025-03-04,38269.44
SL119487,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-02,2025-03-03,25571.14
SL119488,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-02,2025-03-05,38424.96
SL119489,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-02,2025-03-04,25648.13
SL119490,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-02,2025-03-04,25660.61
SL119491,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-02,2025-03-04,38206.08
SL119492,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-02,2025-03-04,18411.26
SL119493,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-02,2025-03-04,38281.34
SL119494,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-02,2025-03-05,25639.1
SL119495,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-02,2025-03-03,18484.99
SL119496,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-02,2025-03-04,18398.4
SL119497,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-02,2025-03-03,38464.13
SL119498,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-02,2025-03-04,25645.44
SL119499,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-02,2025-03-05,38384.26
SL119500,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-02,2025-03-04,38574.72
SL119501,Final-Mile,Courier,HUB-BOM,ST043,2025-03-02,2025-03-03,1852.2
SL119502,Final-Mile,Courier,HUB-BOM,ST032,2025-03-02,2025-03-03,1539.32
SL119503,Final-Mile,Courier,HUB-BOM,ST038,2025-03-02,2025-03-03,2079.6
SL119504,Final-Mile,Courier,HUB-BOM,ST044,2025-03-02,2025-03-03,1807.08
SL119505,Final-Mile,Courier,HUB-BOM,ST037,2025-03-02,2025-03-03,1670.0
SL119506,Final-Mile,Courier,HUB-BOM,ST038,2025-03-02,2025-03-03,2006.04
SL119507,Final-Mile,Courier,HUB-BOM,ST029,2025-03-02,2025-03-03,1002.4
SL119508,Final-Mile,Courier,HUB-BOM,ST029,2025-03-02,2025-03-03,1037.84
SL119509,Final-Mile,Courier,HUB-BOM,ST036,2025-03-02,2025-03-03,1149.52
SL119510,Final-Mile,Courier,HUB-BOM,ST043,2025-03-02,2025-03-03,1408.32
SL119511,Final-Mile,Courier,HUB-BOM,ST044,2025-03-02,2025-03-03,1829.44
SL119512,Final-Mile,Courier,HUB-BOM,ST039,2025-03-02,2025-03-03,2225.84
SL119513,Final-Mile,Courier,HUB-BOM,ST023,2025-03-02,2025-03-03,1044.48
SL119514,Final-Mile,Courier,HUB-BOM,ST033,2025-03-02,2025-03-03,1206.32
SL119515,Final-Mile,Courier,HUB-BOM,ST026,2025-03-02,2025-03-03,714.96
SL119516,Final-Mile,Courier,HUB-DEL,ST014,2025-03-02,2025-03-03,1587.4
SL119517,Final-Mile,Courier,HUB-DEL,ST001,2025-03-02,2025-03-03,1456.8
SL119518,Final-Mile,Courier,HUB-DEL,ST007,2025-03-02,2025-03-03,1096.56
SL119519,Final-Mile,Courier,HUB-DEL,ST011,2025-03-02,2025-03-03,1114.76
SL119520,Final-Mile,Courier,HUB-DEL,ST020,2025-03-02,2025-03-03,1179.8
SL119521,Final-Mile,Courier,HUB-DEL,ST004,2025-03-02,2025-03-03,912.6
SL119522,Final-Mile,Courier,HUB-DEL,ST011,2025-03-02,2025-03-03,1091.08
SL119523,Final-Mile,Courier,HUB-DEL,ST002,2025-03-02,2025-03-03,1016.32
SL119524,Final-Mile,Courier,HUB-BLR,ST047,2025-03-02,2025-03-03,1083.36
SL119525,Final-Mile,Courier,HUB-BLR,ST053,2025-03-02,2025-03-03,723.04
SL119526,Final-Mile,Courier,HUB-BLR,ST046,2025-03-02,2025-03-03,1184.12
SL119527,Final-Mile,Courier,HUB-BLR,ST045,2025-03-02,2025-03-03,698.4
SL119528,Final-Mile,Courier,HUB-BLR,ST047,2025-03-02,2025-03-03,1234.16
SL119529,Final-Mile,Courier,HUB-BLR,ST053,2025-03-02,2025-03-03,966.64
SL119530,Final-Mile,Courier,HUB-BLR,ST059,2025-03-02,2025-03-03,1725.24
SL119531,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-03,2025-03-06,25613.76
SL119532,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-05,38546.5
SL119533,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-06,25696.32
SL119534,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-05,18621.12
SL119535,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-04,18502.85
SL119536,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-05,18569.28
SL119537,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-05,18669.31
SL119538,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-06,25640.64
SL119539,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-05,38396.74
SL119540,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-03,2025-03-04,25640.64
SL119541,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-03,2025-03-05,25626.05
SL119542,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-06,25621.44
SL119543,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-06,25623.94
SL119544,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-05,18657.98
SL119545,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-04,25588.42
SL119546,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-04,25627.2
SL119547,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-04,18388.8
SL119548,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-06,38273.28
SL119549,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-05,38317.82
SL119550,Final-Mile,Courier,HUB-BOM,ST029,2025-03-03,2025-03-04,874.0
SL119551,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-03,2025-03-06,38214.14
SL119552,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-03,2025-03-04,18476.93
SL119553,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-05,18538.75
SL119554,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-04,18627.46
SL119555,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-06,25602.24
SL119556,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-06,38306.5
SL119557,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-03,2025-03-04,25629.12
SL119558,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-05,38267.14
SL119559,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-03,2025-03-06,18462.91
SL119560,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-03,2025-03-04,38210.88
SL119561,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-03,2025-03-04,38189.09
SL119562,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-03,2025-03-05,38198.4
SL119563,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-03,2025-03-06,38203.01
SL119564,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-04,38267.33
SL119565,Inter-Hub,Truck,HUB-BOM,HUB-DEL,2025-03-03,2025-03-06,25658.3
SL119566,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-04,38208.38
SL119567,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-04,38225.66
SL119568,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-05,38689.92
SL119569,Inter-Hub,Truck,HUB-BLR,HUB-DEL,2025-03-03,2025-03-05,38294.4
SL119570,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-04,18458.11
SL119571,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-04,25589.66
SL119572,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-05,25592.26
SL119573,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-06,25583.33
SL119574,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-06,25582.27
SL119575,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-04,18795.46
SL119576,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-06,25647.55
SL119577,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-06,25610.88
SL119578,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-05,18384.96
SL119579,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-05,18387.65
SL119580,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-06,18448.32
SL119581,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-06,18525.12
SL119582,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-05,25589.18
SL119583,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-04,18453.12
SL119584,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-04,18441.41
SL119585,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-04,18619.2
SL119586,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-05,25606.66
SL119587,Final-Mile,Courier,HUB-DEL,ST002,2025-03-03,2025-03-04,778.8
SL119588,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-03,2025-03-05,18416.45
SL119589,Inter-Hub,Truck,HUB-DEL,HUB-BOM,2025-03-03,2025-03-05,25596.1
SL119590,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-03,2025-03-06,38206.08
SL119591,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-03,2025-03-04,38227.87
SL119592,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-03,2025-03-06,18455.23
SL119593,Inter-Hub,Truck,HUB-DEL,HUB-BLR,2025-03-03,2025-03-06,38210.69
SL119594,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-03,2025-03-04,18508.61
SL119595,Inter-Hub,Truck,HUB-BOM,HUB-BLR,2025-03-03,2025-03-06,18442.18
SL119596,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-04,18442.94
SL119597,Inter-Hub,Truck,HUB-BLR,HUB-BOM,2025-03-03,2025-03-05,18557.57
SL119598,Final-Mile,Courier,HUB-BLR,ST058,2025-03-03,2025-03-04,1827.64
SL119599,Final-Mile,Courier,HUB-BOM,ST031,2025-03-03,2025-03-04,1134.88
SL119600,Final-Mile,Courier,HUB-BOM,ST027,2025-03-03,2025-03-04,797.2
SL119601,Final-Mile,Courier,HUB-BOM,ST028,2025-03-03,2025-03-04,1309.04
